THEME,SINGULAR,PLURAL,SINGULAR_SHORT,PLURAL_SHORT,CATEGORY,PLURAL_URL
desert,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
hilly,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
islands,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
jungle,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
lake,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
rainforest,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
river,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
zipcode,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
pincode,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
benefit,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
local pay,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
freetrip,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
upgrade,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
benefits,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
near,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
booking|hotel,Hotel,Hotels,Hotel,Hotels,property_type,Hotels
airconditioning,Hotel with AC,Hotels with AC,Hotel,Hotels,property_type,Hotels_Air_Cond
art,Hotel near Art,Hotels near Art Galleries and Museums,Hotel,Hotels,property_type,Hotels_Art
balcony,Hotel with Balcony,Hotels with Balconies,Hotel,Hotels,property_type,Hotels_Balcony
banquet,Hotel for Banquet,Hotels for Banquets,Hotel,Hotels,property_type,Hotels_Banquets
barbecue,Hotel near Barbecue,Hotels near Barbecue,Hotel,Hotels,property_type,Hotels_barbecue
bargain|hotel,Hotel Bargain,Hotel Bargains,Hotel,Hotels,property_type,Hotels_Bargain
baseball,Hotel for Baseball Fans,Hotels for Baseball Fans,Hotel,Hotels,property_type,Hotels_Baseball
biking,Hotel near Biking,Hotels near Biking,Hotel,Hotels,property_type,Hotels_Biking
boating,Hotel near Boating,Hotels near Boating,Hotel,Hotels,property_type,Hotels_Boating
bowling,Hotel near Bowling Alley,Hotels near Bowling Alleys,Hotel,Hotels,property_type,Hotels_Bowling
buffet,Hotel with Buffet,Hotels with Buffets,Hotel,Hotels,property_type,Hotels_Buffet
business,Hotel for Business Trip,Hotels for Business Trips,Hotel,Hotels,property_type,Hotels_Business
canoeing,Hotel near Canoeing,Hotels near Canoeing,Hotel,Hotels,property_type,Hotels_Canoeing
castle,Hotel near Castle,Hotels near Castles,Hotel,Hotels,property_type,Hotels_Castles
caveexploring,Hotel near Caves,Hotels near Caves,Hotel,Hotels,property_type,Hotels_Caves
cheese,Hotel,Hotels for Cheese Aficianados,Hotel,Hotels,property_type,Hotels_Cheese
churches,Hotel near Church,Hotels near Churches,Hotel,Hotels,property_type,Hotels_Churches
cocktails,Hotel near Cocktail Bars,Hotels near Cocktail Bars,Hotel,Hotels,property_type,Hotels_Cocktail
coffee,Hotel with Coffee,Hotels with Coffee,Hotel,Hotels,property_type,Hotels_Coffee
couple,Hotel for Couples,Hotels for Couples,Hotel,Hotels,property_type,Hotels_Couples
culture,Hotel near Cultural Sites,Hotels near Cultural Sites,Hotel,Hotels,property_type,Hotels_Culture
design,Uniquely Designed Hotels,Uniquely Designed Hotels,Hotel,Hotels,property_type,Hotels_Design
dining,Hotel with Dining,Hotels with Dining,Hotel,Hotels,property_type,Hotels_Dining
diving,Hotel near Diving,Hotels near Diving,Hotel,Hotels,property_type,Hotels_Diving
dolphins,Hotel near Dolphin Viewing,Hotels near Dolphin Viewing,Hotel,Hotels,property_type,Hotels_Dolphins
easter,Hotel for Easter Travel,Hotels for Easter Travel,Hotel,Hotels,property_type,Hotels_Easter
event,Hotel for Events,Hotels for Events,Hotel,Hotels,property_type,Hotels_Events
ferry,Hotel near Ferry,Hotels near Ferries,Hotel,Hotels,property_type,Hotels_Ferries
fishing,Hotel near Fishing,Hotels near Fishing,Hotel,Hotels,property_type,Hotels_Fishing
flowers,Hotel near Flower Gardens,Hotels near Flower Gardens,Hotel,Hotels,property_type,Hotels_Flowers
football,Hotel for Football Fans,Hotels for Football Fans,Hotel,Hotels,property_type,Hotels_Football
forests,Hotel near Forests,Hotels near Forests,Hotel,Hotels,property_type,Hotels_Forests
refrigerator,Hotel with Refrigerator,Hotels with Refrigerators,Hotel,Hotels,property_type,Hotels_Fridge
friendlypeople,Hotel with Friendly People,Hotels with Friendly People,Hotel,Hotels,property_type,Hotels_Friendly
gardens,Hotel near Gardens,Hotels near Gardens,Hotel,Hotels,property_type,Hotels_Gardens
glaciers,Hotel near Glaciers,Hotels near Glaciers,Hotel,Hotels,property_type,Hotels_Glaciers
hiking,Hotel near Hiking,Hotels near Hiking,Hotel,Hotels,property_type,Hotels_Hiking
hockey,Hotel for Hockey Fans,Hotels for Hockey Fans,Hotel,Hotels,property_type,Hotels_Hockey
holiday,Hotel for Holidays,Hotels for Holidays,Hotel,Hotels,property_type,Hotels_Holidays
hunting,Hotel near Hunting,Hotels near Hunting,Hotel,Hotels,property_type,Hotels_Hunting
internet,Hotel with Internet,Hotels with Internet,Hotel,Hotels,property_type,Hotels_Internet
jacuzzi,Hotel with Jacuzzi,Hotels with Jacuzzis,Hotel,Hotels,property_type,Hotels_Jacuzzi
jazz,Hotel near Jazz Performances,Hotels near Jazz Performances,Hotel,Hotels,property_type,Hotels_Jazz
kayaking,Hotel near Kayaking,Hotels near Kayaking,Hotel,Hotels,property_type,Hotels_Kayaking
kitchenette,Hotel with Kitchenette,Hotels with Kitchenettes,Hotel,Hotels,property_type,Hotels_Kitchen
kitesurfing,Hotel near Kitesurfing,Hotels near Kitesurfing,Hotel,Hotels,property_type,Hotels_Kitesurf
laundryfacilities,Hotel with Laundry Facility,Hotels with Laundry Facilities,Hotel,Hotels,property_type,Hotels_Laundry
lgbtfriendly,LGBT-Friendly Hotel,LGBT-Friendly Hotels,Hotel,Hotels,property_type,Hotels_LGBT
library,Hotel near Library,Hotels near Libraries,Hotel,Hotels,property_type,Hotels_Library
marina,Hotel near the Marina,Hotels near the Marina,Hotel,Hotels,property_type,Hotels_Marina
massage,Hotel with Spa,Hotels with Spas,Hotel,Hotels,property_type,Hotels_Massage
museums,Hotel near Museums,Hotels near Museums,Hotel,Hotels,property_type,Hotels_Museums
musicals,Hotel near Musical Theaters,Hotels near Musical Theaters,Hotel,Hotels,property_type,Hotels_Musicals
nature,Hotel near Nature,Hotels near Nature,Hotel,Hotels,property_type,Hotels_Nature
hotel|near,Hotel,Hotels,Hotel,Hotels,property_type,Hotels_near
hotel|nearme,Hotel near You,Hotels near You,Hotel,Hotels,property_type,Hotels_near_You
zoo,Hotel near Zoo,Hotels near Zoos,Hotel,Hotels,property_type,Hotels_near_Zoo
nearby,Hotel,Hotels nearby,Hotel,Hotels,property_type,Hotels_Nearby
nosmokingpolicy,Hotel with No Smoking Policy,Hotels with No-Smoking Policy,Hotel,Hotels,property_type,Hotels_No_Smoke
opera,Hotel near Opera House,Hotels near Opera Houses,Hotel,Hotels,property_type,Hotels_Opera
outdoorpool,Hotel with Outdoor Pool,Hotels with Outdoor Pools,Hotel,Hotels,property_type,Hotels_Out_Pool
palace,Hotel near Palaces,Hotels near Palaces,Hotel,Hotels,property_type,Hotels_Palaces
patio,Hotel with Patio,Hotels with Patios,Hotel,Hotels,property_type,Hotels_Patios
poolsidebar,Hotel with Poolside Bar,Hotels with Poolside Bars,Hotel,Hotels,property_type,Hotels_Pool_Bar
port,Hotel near Ports,Hotels near Ports,Hotel,Hotels,property_type,Hotels_Ports
rafting,Hotel near Rafting,Hotels near Rafting,Hotel,Hotels,property_type,Hotels_Rafting
rowing,Hotel near Rowing,Hotels near Rowing,Hotel,Hotels,property_type,Hotels_Rowing
running,Hotel near Running Paths,Hotels near Running Paths,Hotel,Hotels,property_type,Hotels_Running
safari,Hotel with Safaris,Hotels with Safaris,Hotel,Hotels,property_type,Hotels_Safaris
sailing,Hotel near Sailing,Hotels near Sailing,Hotel,Hotels,property_type,Hotels_Sailing
scubadiving,Hotel near Scuba-Diving,Hotels near Scuba-Diving,Hotel,Hotels,property_type,Hotels_Scuba
seafood,Hotel near Seafood,Hotels near Seafood,Hotel,Hotels,property_type,Hotels_Seafood
sharks,Hotel with Shark Viewing,Hotels with Shark Viewing,Hotel,Hotels,property_type,Hotels_Sharks
shopping,Hotel near Shopping,Hotels near Shopping,Hotel,Hotels,property_type,Hotels_Shopping
sightseeing,Hotel near Sightseeing,Hotels near Sightseeing,Hotel,Hotels,property_type,Hotels_Sightsee
ski,Hotel near Skiing,Hotels near Skiing,Hotel,Hotels,property_type,Hotels_Skiing
sledding,Hotel near Sledding Hills,Hotels near Sledding Hills,Hotel,Hotels,property_type,Hotels_Sledding
smoking,Hotel that Allows Smoking,Hotels that Allow Smoking,Hotel,Hotels,property_type,Hotels_Smoking
snowshoeing,Hotel near Snowshoeing Trails,Hotels near Snowshoeing Trails,Hotel,Hotels,property_type,Hotels_Snowshoe
soccer,Hotel for Soccer Fans,Hotels for Soccer Fans,Hotel,Hotels,property_type,Hotels_Soccer
sofabed,Hotel with Sofabeds,Hotels with Sofabeds,Hotel,Hotels,property_type,Hotels_Sofabed
sports,Hotel for Sports Fans,Hotels for Sports Fans,Hotel,Hotels,property_type,Hotels_Sports
stadium,Hotel near the Stadium,Hotels near the Stadium,Hotel,Hotels,property_type,Hotels_Stadium
sunnyweather,Hotel with Sunny Weather,Hotels with Sunny Weather,Hotel,Hotels,property_type,Hotels_Sunny
sunrise,Hotel with Sunrise View,Hotels with Sunrise Views,Hotel,Hotels,property_type,Hotels_Sunrise
sunsets,Hotel with Sunset View,Hotels with Sunset Views,Hotel,Hotels,property_type,Hotels_Sunset
surfing,Hotel near Surfing,Hotels near Surfing,Hotel,Hotels,property_type,Hotels_Surfing
swimming,Hotel near Swimming,Hotels near Swimming,Hotel,Hotels,property_type,Hotels_Swimming
temples,Hotel near Temples,Hotels near Temples,Hotel,Hotels,property_type,Hotels_Temples
tennis,Hotel for Tennis Fans,Hotels for Tennis Fans,Hotel,Hotels,property_type,Hotels_Tennis
terrace,Hotel with Terraces,Hotels with Terraces,Hotel,Hotels,property_type,Hotels_Terrace
theater,Hotel near Theaters,Hotels near Theaters,Hotel,Hotels,property_type,Hotels_Theater
theatre,Hotel near Theatres,Hotels near Theatres,Hotel,Hotels,property_type,Hotels_Theatre
tonight,Hotel for Tonight,Hotels for Tonight,Hotel,Hotels,property_type,Hotels_Tonight
tours,Hotel with Tours,Hotels with Tours,Hotel,Hotels,property_type,Hotels_Tours
travel,Travel Hotel,Travel Hotels,Hotel,Hotels,property_type,Hotels_Travel
unescosite,Hotel near Unesco Sites,Hotels near Unesco Sites,Hotel,Hotels,property_type,Hotels_Unesco
walking,Hotel in a Walkable Area,Hotels in Walkable Areas,Hotel,Hotels,property_type,Hotels_Walking
wedding,Hotel for Weddings,Hotels for Weddings,Hotel,Hotels,property_type,Hotels_Weddings
weekend,Hotel for the Weekend,Hotels for the Weekend,Hotel,Hotels,property_type,Hotels_Weekend
wellness,Hotel with Wellness Center,Hotels with Wellness Centers,Hotel,Hotels,property_type,Hotels_Wellness
wildlife,Hotel near Wildlife Viewing,Hotels near Wildlife Viewing,Hotel,Hotels,property_type,Hotels_Wildlife
windsurfing,Hotel near windsurfing,Hotels near Windsurfing,Hotel,Hotels,property_type,Hotels_Windsurf
winery,Hotel near Wineries,Hotels near Wineries,Hotel,Hotels,property_type,Hotels_Wineries
bar,Hotel with Bar,Hotels with Bars,Hotel,Hotels,property_type,Hotels_With_Bar
television,Hotel with TV,Hotels with TV,Hotel,Hotels,property_type,Hotels_with_TV
yoga,Hotel near Yoga Studio,Hotels near Yoga Studios,Hotel,Hotels,property_type,Hotels_Yoga
sandbeach,Hotel near Sandy Beaches,Hotels near Sandy Beaches,Hotel,Hotels,property_type,HotelSandyBeach
beachview,Hotel with Beach View,Hotels with Beach Views,Hotel,Hotels,property_type,HotelsBeachView
sea,Hotel by the Sea,Hotels by the Sea,Hotel,Hotels,property_type,HotelsbytheSea
